video_num;class_name;bbox_coverage;img_path
1;airspeed_indicator;partial;cropped_dials_students_abc\19_1_airspeed_indicator.png
1;altimeter;partial;cropped_dials_students_abc\19_1_altimeter.png
1;attitude_indicator;partial;cropped_dials_students_abc\19_1_attitude_indicator.png
1;heading_indicator;partial;cropped_dials_students_abc\19_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\20_1_dashboard.png
1;airspeed_indicator;partial;cropped_dials_students_abc\20_1_airspeed_indicator.png
1;altimeter;partial;cropped_dials_students_abc\20_1_altimeter.png
1;attitude_indicator;partial;cropped_dials_students_abc\20_1_attitude_indicator.png
1;heading_indicator;partial;cropped_dials_students_abc\20_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\21_1_dashboard.png
1;airspeed_indicator;multiple_objects;cropped_dials_students_abc\21_1_airspeed_indicator.png
1;altimeter;partial;cropped_dials_students_abc\21_1_altimeter.png
1;attitude_indicator;partial;cropped_dials_students_abc\21_1_attitude_indicator.png
1;heading_indicator;multiple_objects;cropped_dials_students_abc\21_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\22_1_dashboard.png
1;airspeed_indicator;multiple_objects;cropped_dials_students_abc\22_1_airspeed_indicator.png
1;altimeter;partial;cropped_dials_students_abc\22_1_altimeter.png
1;attitude_indicator;partial;cropped_dials_students_abc\22_1_attitude_indicator.png
1;heading_indicator;multiple_objects;cropped_dials_students_abc\22_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\23_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\23_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\23_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\23_1_attitude_indicator.png
1;heading_indicator;multiple_objects;cropped_dials_students_abc\23_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\24_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\24_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\24_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\24_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\24_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\25_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\25_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\25_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\25_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\25_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\26_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\26_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\26_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\26_1_attitude_indicator.png
1;heading_indicator;multiple_objects;cropped_dials_students_abc\26_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\27_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\27_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\27_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\27_1_attitude_indicator.png
1;heading_indicator;multiple_objects;cropped_dials_students_abc\27_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\28_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\28_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\28_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\28_1_attitude_indicator.png
1;heading_indicator;multiple_objects;cropped_dials_students_abc\28_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\29_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\29_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\29_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\29_1_attitude_indicator.png
1;heading_indicator;multiple_objects;cropped_dials_students_abc\29_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\30_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\30_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\30_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\30_1_attitude_indicator.png
1;heading_indicator;multiple_objects;cropped_dials_students_abc\30_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\31_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\31_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\31_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\31_1_attitude_indicator.png
1;heading_indicator;multiple_objects;cropped_dials_students_abc\31_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\32_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\32_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\32_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\32_1_attitude_indicator.png
1;heading_indicator;multiple_objects;cropped_dials_students_abc\32_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\33_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\33_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\33_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\33_1_attitude_indicator.png
1;heading_indicator;multiple_objects;cropped_dials_students_abc\33_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\34_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\34_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\34_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\34_1_attitude_indicator.png
1;heading_indicator;multiple_objects;cropped_dials_students_abc\34_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\35_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\35_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\35_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\35_1_attitude_indicator.png
1;heading_indicator;multiple_objects;cropped_dials_students_abc\35_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\36_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\36_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\36_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\36_1_attitude_indicator.png
1;heading_indicator;multiple_objects;cropped_dials_students_abc\36_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\37_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\37_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\37_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\37_1_attitude_indicator.png
1;heading_indicator;multiple_objects;cropped_dials_students_abc\37_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\38_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\38_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\38_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\38_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\38_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\39_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\39_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\39_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\39_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\39_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\40_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\40_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\40_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\40_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\40_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\41_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\41_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\41_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\41_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\41_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\42_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\42_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\42_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\42_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\42_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\43_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\43_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\43_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\43_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\43_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\44_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\44_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\44_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\44_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\44_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\45_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\45_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\45_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\45_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\45_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\46_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\46_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\46_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\46_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\46_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\47_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\47_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\47_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\47_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\47_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\48_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\48_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\48_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\48_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\48_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\49_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\49_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\49_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\49_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\49_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\50_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\50_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\50_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\50_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\50_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\51_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\51_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\51_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\51_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\51_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\52_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\52_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\52_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\52_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\52_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\53_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\53_1_airspeed_indicator.png
1;altimeter;full_tight;cropped_dials_students_abc\53_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\53_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\53_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\54_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\54_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\54_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\54_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\54_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\55_1_dashboard.png
1;airspeed_indicator;none;cropped_dials_students_abc\55_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\55_1_altimeter.png
1;attitude_indicator;full_not_tight;cropped_dials_students_abc\55_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\55_1_heading_indicator.png
1;dashboard;full_not_tight;cropped_dials_students_abc\56_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\56_1_airspeed_indicator.png
1;altimeter;none;cropped_dials_students_abc\56_1_altimeter.png
1;attitude_indicator;none;cropped_dials_students_abc\56_1_attitude_indicator.png
1;heading_indicator;none;cropped_dials_students_abc\56_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\57_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\57_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\57_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\57_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\57_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\58_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\58_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\58_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\58_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\58_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\59_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\59_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\59_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\59_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\59_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\60_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\60_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\60_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\60_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\60_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\61_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\61_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\61_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\61_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\61_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\62_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\62_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\62_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\62_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\62_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\63_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\63_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\63_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\63_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\63_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\64_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\64_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\64_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\64_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\64_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\65_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\65_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\65_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\65_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\65_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\66_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\66_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\66_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\66_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\66_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\67_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\67_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\67_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\67_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\67_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\68_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\68_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\68_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\68_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\68_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\69_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\69_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\69_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\69_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\69_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\70_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\70_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\70_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\70_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\70_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\71_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\71_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\71_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\71_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\71_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\72_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\72_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\72_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\72_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\72_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\73_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\73_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\73_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\73_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\73_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\74_1_dashboard.png
1;airspeed_indicator;full_not_tight;cropped_dials_students_abc\74_1_airspeed_indicator.png
1;altimeter;full_not_tight;cropped_dials_students_abc\74_1_altimeter.png
1;attitude_indicator;full_tight;cropped_dials_students_abc\74_1_attitude_indicator.png
1;heading_indicator;full_not_tight;cropped_dials_students_abc\74_1_heading_indicator.png
1;dashboard;full_tight;cropped_dials_students_abc\75_1_dashboard.png
